comment,likes_count,is_reply
@muhammaddjunaid-dr8gw karena yg sekarang kliatan jujur jadi mereka pada ketar ketir,1,True
Partai berkuasa waktu partai apa tahukan.,2,True
Ril bro konyol sok2 an gk mampu bayar utang tinggal patungan kan kalian perwakilan rakyat harusnya berkorban dikit buat rakyat,0,True
@ediharianto1666 anggap aja sedekat,2,True
"PHK makin banyak karna pajak cukai rokok tinggi, akhirnya rokok ilegal marak akhirnya para ladusing yg otak mafia seneng banyak tawaran bekingi rokok ilegal, akhirnya negara rugi pabrik rokok defisit petani tembakau kolep, solusi terbaik turunin pajak cukai rokok harga rokok terjangkau marketing penjualan melonjak naik bahkan seribu kali lipat batang terjual per hari, akhirnya pendapatnya negara naik infrastruktur jalan mulus rakyat makmur ekonomi stabil rokok ilegal akan musnah dengan sendirinya dan para beking rokok ilegal jadi nangis meringis gigit jari, salam akal waras berfikir cerdas demi bangsa Nusantara Indonesia 🇮🇩",0,True
tunjangan dpr yg di rubah pak. gjinya jdi 10 jt perbula n,0,True
1 Periode tidak dapat tunjangan untuk dapat membayar hutang kek nya ok juga. Solusi,0,True
"percuma juga di stop klo masih korupsi, harusnya hasil parw korupsi itu disita semuanya terus dijual buat bayar hutang",0,True
"Yg harus distop itu hutang. Jgn dibiasakan berhutang lah. Sita aset koruptor, sita tambang2 ilegal dan semua yg ilegal, sita duit bandar judol dan pinjol",0,True
"@MulyanaSumiati-sd1kl korupsi itu ngambil yg bukan haknya apalagi milik rakyat, kenapa klo sdh ketahuan dan jadi napikor, kok mau ambil hasil korupsi hrs ada UU rampas aset, kan tinggal suruh balikin aja atawa dambil paksa ajah, bener aku gak tahu hukum maaf",0,True
Baru menjabat udh di tanya utangemang kalau mau utang DPR enggak tau..?,0,True
Gak ngaruh apa² komen lu,0,True
Justru buat Dirut & Komisaris BUMN yg mudah diambil Fee-nya.,1,True
Awas taktik maling ini pak menteri,0,True
Mantap. Setujuuuu !,0,True
"DahEmang dpr betulbetul tak berguna ,di bubarkan saja, lebih aman negara ini,",2,True
Kok anggota DPR ini kok Bacot ya trussssssbanyak bertanya kok bisawaktu jaman Mulyono dan sri mulyani kok gak bertanya weleh weleh waktu mulyono semua anggota DPR Mingkem Semuamakanya UU Perampasan Aset di Sah kan saja biar harta mu jika Korupsi di rampas saja pak Purbaya tolong laksanakan oh ya MBG di monitor sulit pak purbaya pasti ada yg tersembunyi selamatberttugas pak menkeu ygbaru,0,True
"@Jerapahzhmmp.. anda jgn hoack donk,, hutang negara dari jaman presiden manapun tetap meningkat ga pernah ada yg lunasin, coba kamu baca lagi dan cek,, jgn mentang jaman Jokowi ngutang lu ga liat ke belakang,, hutang besar sesuai infalasi nya .",0,True
Efiesiensi dpr kurangi aja yg gk perlu beban rakyat itu dpr,1,True
Ngaco dengan pemikiran2 seperti ini.,0,True
Iy bener Buat byar Utang Karena dpr terlalu mewah,0,True
Setujuu..!,0,True
Di jaga mau pd dikantongi km2 semua kan kang dpr klu lenga pada pests2 kan,1,True
"Iya gaji paling gede dipemerintahan kayany cm anggota DPR SM menteri..kl kaya guru,dosen,atau polisi mah ga seberapa.tp kl menteri msh mendinglah org2ny pada cerdas,pinter,sekolahnya tinggi,kerjaannya jelas hrs apa,tgung jwbny jg berat.wajarlah gajinya gede.lah KL DPR??makany rakyat kaya ga terima bgt",1,True
Baru seminggu.suruh bayar utang.pinter bertanya orang orang dpr,0,True
@muhammaddjunaid-dr8gw heleh. Jaman sby juga sama aja,0,True
"Benar, bisa untuk ringankan hutang kita",1,True
DPR cara bertanya ya sok. . . Kaya raja,0,True
"Ceritanya kan DPR itu kerja untuk rakyat mewakili rakyat supaya rakyat sejahtera, tapi nyatanya malah banyak yang sengsara ta udah stop aja dpr kalau semua masyarakat setuju. Kalau rakyat setuju DPR kan gak bisa melawan toh siapa yang mereka wakili jika rakyat saj sudah ngotot bubarkan dpr",1,True
"Benar kata dedi mulyadi,DPR itu cuma rapat,rapat,rapat.",1,True
"Bagusnya stop subsidi untuk mobil dan motor, supaya bisa surplus lagi",0,True
"byk banget ya jumlah DPR kita, kerja ga jelas, tukang komplen, gaji selangit",1,True
"Setuju', anggaran DPR dipotong",0,True
Stop tunjangan dan turunkan gaji DPR di samakan dgn gaji PNS pasti bisa bayar hutang negara,1,True
Se 7 stop anggaran DPR pasti bisa bayar utang.,1,True
kalau untuk mbg gimana tu??? kan pengeluaran tidak sedikit juga,0,True
Betul .jgn lupa SDA kita kaya .hampir apapun di Indonesia ada. Bisa bwt byr utang . Mikir bwt byr utang ajh pusing DPR gmn MW mikirin rakyat ny .yg katanya wakil rakyat.. gaji lu 50 juta ajh 1 bulan .dri segala tunjangan tetek bengek . Biar bisa kumpul tuh duit rakyat bwt byr utang...,1,True
"Lagi bahas yg penting rapat ditutup.. waduuh rapat apaan ini pak dpr, mau nya gaji doank rapatnya gak mau mbhas yg pnting",1,True
"@muhammaddjunaid-dr8gw karena dapet hasilnya..makanya pada berlomba2 jadi anggota DPR..bukan untuk melayani masyarakat tetapi untuk tunjaangan, gaji, bebas pajak, air, listrik, rumah, mobil disediakan negara..siapa juga orang serakah yang tidak tergiur",0,True
"Anggaran dpr gak seberapa boss, korupsi di semua lapisan baru bisa bayar utang",0,True
"Suda akan di rencanakan, makanya beliau mau buat team .",0,True
@closetdoor123 lah g seberapa katalu. knp kmrin demo maslh anggaran DPR di ributin.. emng bnr yg korup di rampas aset nya .cuma jgn anggap enteng anggaran DPR itu menyengsarakan rakyat. Krn byr ny duit dri pajak rakyat...,1,True
"@robbyhermawan7319 dan tidak ada produktivitasnya sama fungsinya di negara ini, apalagi sampe 500 lebih.. gaji directur lg..",0,True
Semoga Allauh meridoi PK Purbaya untuk membenahi ekonomi Indonesia yg telah dirusak Jokowi dan ternak2nya amin,0,True
"Nah ini,keren.... Setuju",0,True
Pejabat gajih ny berapa.klo harta ny lbih dari gajih .sisa ny ambil buat byr hutang negara,0,True
"Bukan hanya untuk dpr/mpr, tapi juga fasilitas dan tunjangan untuk para pejabat, asn, komisaris-direksi bumn, TNI, polri.. Saat ini berkeliaran kendaraan dinas pejabat, TNI, polri yang mewah2.. Alphard, fortuner, pajero, Lexus, dll....",0,True
"@Arazzabchennel betul,,, proyek proyek dr pemerintah di ambil semua sama anak anak nya,, di semua sektor,, ngeriii,, saingan bisnis sama anak anak nya",0,True
"setuju elit partai /praksi"" baik nya tunjangan di potong utk bayar hutang yg jatuh tempo.krn mereka saling mem b up satu dgn yg lain nya mencari celah utk korupsi .sdah berapa jaman tetap saja TDK pernah di sahkan rampasan aset /memiskinkan .justru sebalik nya dgn gercep menyetujui amnesti n abolisi .artinya memang mereka adalah Londo Ireng/munapik /dgn berdasi hitam .",1,True
Se7,0,True
Hapusin Pembayaran Pensiun DPR seumur hidup.,1,True
Mbg hrus nya juga di turunin,0,True
Kalo gk bisa bayar bubarin aja,0,True
"Kok dpr doank, seluruh pejabat donk, sampe ke pejabat daerah",0,True
DPR harus sadar jangan mengalihkan pembicaraan masalah hutang2 tapi dana aspirasi masyarakat harus hapuskan dari mana anggaran itu mungkin dana itu dari ngutang tunjangan rumah sebulan itu dari ngutang,0,True
@ex2952 mungkin jumlah hutang saat periode SBY saja yg dilunasi..bukan sisa hutang dari periode yg sebelumnya,0,True
GAJI DPR ITU YG BIKIN ANGGARAN MEMBENGKAK!!!!,1,True
Adili Mulyono dan makzulkan anaknya jika Indonesia ingin sejahtera,0,True
@ronaldjacob2527GASKEUN !!!!,0,True
"Stop semua anggaran untuk DPR? SANGAT SETUJU SEKALI.. SANGAT SETUJU SANGAT SETUJU SANGAT SETUJU,.!!!",0,True
"Lha kenapa tunjangan2 di DPR itu GK distop..ato kalo memang DPR bner2 wakil rakyat..knapa semua anggota2 dpt ""iuran/saweran"" seluruh indonesia gitu buat nyaur hutang..toh mereka juga ""rakyat dan warga negara"", juga .pling Ndak bisa memberi contoh juga dong buat rakyat kecil gitu..iuran/saweran selam 2-3 tahun gitu..hayo coba,mkir smpe situ dan mau Ndak?",0,True
dan sita aset koruptor pasti utang indonesia lunas jangan ngoceh doang,1,True
Apa kerjaan nya de pe er? Kok terlalu besar gajinya,0,True
@Jerapahzjaman SBY ngutang di KORUPSI berjamaah,0,True
Intinya DPR itu beban negara,0,True
Hilangkan anggaran dpr ana mpr buat bayar utang negara kerjanya nggak jelas rapat rapat rapat ngabisin anggaran doang... Udah kita gaungkan untuk bangsa kita semua taun 2029 jangan ada lgi yg mau nyoblos semua anggota dpt lur,0,True
Masuuuukkk,0,True
"Drpd buat ngasih tunjangan para DPR yg begitu wow !! Lebih baik buat byr hutang negara lah , sementara DPR uang gajinya di tumpuk² di bank jd sombong gk pernah tau penderitaan rakyat miskin , pajak dan smua fasilitas DPR gratisss , pdhl yg membayar pajak smua rakyat Indonesia",0,True
Setuju 100%,0,True
"@muhammaddjunaid-dr8gw krn dpt tunjangan yg berlibat², dan para ketum partai byk yg tersandera kasus korupsi",0,True
"sangat setuju,. anggaran utk agt DPR DIHAPUS.",0,True
Yang menentukan tunjangan dan gaji legislatif itu presiden.,0,True
Bagusx distop anggaran dan tunjangan DPR yg ngak ada kerjax buat masyarakat malah membebani anggaran negara,0,True
@warunglagutambak Benar Mantap bisa lunas utang nkri dalam sehari doang insyaaAllah tersolusikan via para jagoan unggulan nkri jika bersatu merealisasikan pancasila secara fakta di seluruh indonesia otomatis tercipta masyarakat makmur sejahtera merata aman terkendali di nkri. Semoga semuanya tersolusikan via org2 pilihan terbaik menurut Allah di duniaNya Aamiin ya Allah,0,True
Kocak koruptor ngajarin Mentri keuangan padahal dia punya ulah,1,True
S7,1,True
DPR dibekukan 5 thn unt bayar utang,1,True
@pakparyanto2545,0,True
Gak bisa bang kenapa karena rencana pemotongan anggaran pasti lewat DPR&persetujuan DPR mana mungkin anggota DPR mau memotong anggaran untuk diri mereka sendiri kecuali memang mayoritas anggota DPR kita punya jiwa patriotisme mementingkan kepentingan bangsa di banding kantong pribadi,1,True
@ediharianto1666 betul banget,0,True
DPR parah yg membebani utang negara justru kelompok DPR kerjanya cumak ngemis,0,True
Pertumbuhan ekonomi 7 atau 8 % sektor SDA sangat besar dan faktor jasa apa bila semua pelabuhan internasional segera di proses dg peralatan modern untuk Jawa Kalimantan Sulawesi Maluku Papua. Industri perkapalan penangkapan ikan di Sumatera Kalimantan Sulawesi Maluku Papua NTT NTB. Dan segera pindah pemerintah ke IKN,0,True
Bungkus,0,True
Dewan perampok rakyat itulah DPR,0,True
sangat setuju dengan pendapat anda,0,True
Pangkas tunjangan dpr,0,True
Anggota DPR bisa mencecar pertanyaan aj kerja nol.,0,True
Setujuuuuu,0,True
"@ronaldjacob2527 yang memberhentikan rapat dengan alasan itu,,adalah anggota dewan yang udah daftar lari marathon di sydney dengan dalih kunker di australia bersama squadnya,, padahal di indo sedang ramai karena masalah DPR, alhasil dia gg ikut marathon DNF, malu mungkin udah ketauan warga indo",0,True
pemerintah yang utang rakyat yang bayar..,0,True
Banyak bacot luh dpr nyuruh2 mentri baru bayar utang. Luh semua juha harus mikirr jangan cuman bisa nanya2 dan nyuruh2 doang.,0,True
Bisa banget pak kalo semua gaji anggota DPR setara dgn UMR jakarta saja dan tunjangan2nya dihapuskan,0,True
DPR cuma bisa ngoce cuma bisa kritik.pdahal DPR jg yg stuju dgn Jokowi utk ngutang.mulut busuk,0,True
"Gaji 1 milyar pun nggak apa-apa asal kinerja DPR bagus tapi kalau kerja buruk langsung pecat aja,, masalah anggaran DPR setuju di hentikan bagus untuk negara buat partai nggak guna.",0,True
"Iya,DPR Ndak usah dikasih anggaran aspirasi soale aspirasi yg turun kebawah DPR minta kembalian..klo ingin membangun uang lgsung aja ke ketua RT itu Mlah lgsung diawasi oleh masyarakat...saya kira itu lebih efesien",0,True
@muhammaddjunaid-dr8gw ya resiko menjabat yg baik dilanjutkan yg buruk dibenahi. Kekencengan ngegas nanti lupa ngerem,0,True
Nangissss,0,True
"Sayang memang uang pajak kita di pakai untuk membayar orang orang de pe er ini. sudah rahasia umum, project yang melalui mereka2 ini di potong dulu utk fulus pelancaran proyek. serakahnya nggak ketulungan. kebanyakan ngomong tapi nggak ada hasilnya untuk kesejahteraan rakyat.",0,True
@Jerapahznga lah,0,True
DPR stop anggaran pak Menkeu...bila perlu di bubarkan,0,True
Dewan pemiskinan rakyat,0,True
"Kenapa di akhiri pak,terus di publikasikan,kreeen Menkeu pilihan pak Prabowo",0,True
%,0,True
apakah kamu mau mgganti,0,True
Anjayyy,0,True
Tunjangan dpr dan mentri di stop..biar bayar hutang..kan lumayan,0,True
Tolong gajih DPR di kurangi buat bayar utang jangan malah uang rskyst di kerukin sampe2 bayar utang aja jatuh tempo,0,True
duit rakyat di kerukin masih rakyat di bebani utang mau jadi apa indonesia ini bayi blm lahir aja udh di siapin beban suru bayar utang krna uang bya di kerukin pejabat terus,0,True
Potong gaji DPR untuk bayar hutang,0,True
harus,0,True
@penguinlucu4138 setuju sekali,0,True
Setuju banget banget banget banget,0,True
@reginaldokidwinadi2 njaluk di demo lg kali,0,True
@MulyanaSumiati-sd1kl gk usah kasih pensiun kerja cm 5th aj kok,0,True
Betul,0,True
Astagfirullohalmadzim ..khominfonedia bnyk hutang. Nya enk saja.ya bekas apaaa hutang stbbyk.ituuuuu Di pecat tapibakhirnya tinggalkan .utang .ya. .,0,True
setuju banget..,0,True
DPR sebenarnya beban rakyat,0,True
"Kemarin2 wkt sri mulyani jadi menkeu DPR tdk bersuara kapan utang negara bisa di bayar, malah DPR senang joget2 di kasi tunjangan 50jt",0,True
dpr gak usah dibayar. biyar bubar sendiri. dpr cuman beban negara,0,True
"Semoga menteri keuangan punya keberanian memangkas gaji dan fasilitas dpr, mpr dan pejabat2 negara.",0,True
@Jerapahzdata dari mana?,0,True
Stop subsidi agar bisa mandiri tidak ketergantungan,0,True
"Dpr cumak bisa omong doang,,,..",0,True
Setuju ...jangan menghamburkan uang negara utk membayar tunjangan DPR yg luar biasa besar mending utk bayar hutang,0,True
Sahkan UU perampasan aset......tangkap koruptor uangnya buat bayar hutang,0,True
Setuju sekali,0,True
Pengurangan anggaran anggota dewan buat bayar hutang,0,True
"seharusnya, gak ada positif manfaat untuk rakyat",0,True
@muhammaddjunaid-dr8gw yang sekarang aja yang dipikirin bos..yang udah kelewat biarin..mumpung ada yang mau berfikir buat perubahan..mudah2an terjadi bukan cuman omon2,0,True
@muhammaddjunaid-dr8gw diam apaan? Dari dulu kerjanya gangguin kerjaan jokowi mereka² ini.,0,True
"@muhammaddjunaid-dr8gw Ya pak, mereka dpt jatah",0,True
Emang bisa,0,True
Setuju distop aja pak dana2 utk DPR buat bayar utang negara,0,True
"Iya , anggaran nya harus di pangkas , harus berani seperti gubernur jawa barat berani pangkas anggaran",0,True
"@ronaldjacob2527mntappp ini setuju setiap pejabat, DPR atau lainnya yg ngeles ato nyusahin rakyat ditndai !!",0,True
DPR itu tidak berguna untuk rakyat....,0,True
Gaji dpr gede wajar negara punya utang,0,True
"Stop tunjangan DPR yg sangat membebankan negara, apalagi masa kerja cuma 5thn tapi maunya pensiun seumur hidup. Apa kabar RUU perampasan aset ?? Segera di sah kan utk membayar hutang negara. Pejabat DPR lah yg harus bertanggung jawab",0,True
Krja 5 tahun...gaji n tunjangan gde rapat aja tdur..mnta pensiun seumur hidup. Pantes sudah Brebut nyaleg!!,0,True
"Betuuuultlg beritahu anggota dpr itu jangan boleh arogan menanyakan hutang negara, krn mereka anggota dpr itu juga pelahap apbn, mereka suruh akrar terima gaji saja, segala bentuk embel2 tunjangan dan fasilitas dikembalikan ke negara utk bayar hutang itu baru gentle boleh ngomong ke menkeu dg dada membusung.",0,True
"Bapak-bapak dpr siapa sih yg membuat negara banyak hutang, kan pak pur menke baru",0,True
"Hutang negara bisa di bayar yg terpenting hentikan korupsi di DPR, atau bubarkan DPR, jadi beban negara bikin Susa rakyat , ngga ada gunanya mereka di negri ini",1,True
baru betullll...efektip,0,True
Setuju setuju,0,True
"@muhammaddjunaid-dr8gw KARENA DGN LELUASA AKAN BISA MEMPERKAYA DIRI !,, KORUPSI MAIN BANYAK2AN !!!.",0,True
"Itu Baru tepat,",0,True
@muhammaddjunaid-dr8gw karna rakyat g tau apa kerjay DPR kayak ap..... Skrg udah terbuka d media dan byk yg berani menjlaskn krjy DPR gmn trnyta fktay zonk.....,0,True
Setuju skali,0,True
@muhammaddjunaid-dr8gw diam krena DPR sekarang sedang acting,0,True
"Semua aset yg sumber nya TDK jelas ,,,sita buat bayar hutang negara,,",0,True
Setujuuuuuuuuuuuuuuu,0,True
Mantap mantap,0,True
Percaya pak.,0,True
Nah itu jawabannya yg benar,0,True
"Apa ururan menkeu harus audensi sama mereka,,bubarin aja semua dpr...",0,True
Gaji DPR dan MPR di sama kan UMR ASN biar negara bisa hemat ....jangan rakyat saja yang Nanggung .,1300,False
"Betul, beban gaji yg ditanggung rakyat hrs di hemat, dipangkas biar bisa untuk byr hutang. Hutang ke luar negeri, tp ttp aja anggaran nya di korup juga. Akhirnya rakyat miskin disuruh byr pajak tinggi",37,True
"Benar, mereka samakan dengan ASN penghasilannya tanpa uang reses yg milyaran gitu. Enak aja makan keringat rakyat kerja duduk dengar rapat rapat gajian.",19,True
Gajian pokoknya kecil tunjangan nya Yang.Wow besarnya.,7,True
memang UMR gajinya tapi Fasilitasnya yang Beda,4,True
Kita setuju soal DPR itu.. Tapi kenapa pada lupa soal hutang yg disembunyikan Mulyono sebanyak 3000rb triliun...? Saat Mulyono presiden hutang yg disampaikan 7000tirlun.. Ee dua bulan yg lalu Sri Mulyani mengakui hutang itu 10ribu lebih...,5,True
"Pensiunan anggota dewan harusnya gak dapet seumur hidup, sekali aja, biar gak membebani negara.",15,True
"Wuiiih,,,jadi mikir 18 kali tuk nyaleg '29",10,True
Betul coba di pikir gunay dpr/mpr apa,4,True
"Sepakat, seluruh gaji pejabat,termasuk hakim2 semua hrs sesuai ditiap2 daerah UMR, trs Tunjangan sana/i hapus, uang2 rapat hapus, kendaraan dinas juga standart sprt avanza/inova/hilux cukup...",4,True
Tenang aja masih ada rakyat kok yg siap nanggung bayar utang gak usah pusing2 lah,2,True
"Dasarnya pejabat bukan hanya pintar cerdas Tapi HATI NURANI MORAL ETIKA SANGATLAH PENTING, SEBAGAI DASAR",4,True
"utang Woosh ga usah dibayar, biar disita China aja, bodo amat lah, emang rugi kok, kalau untung kita pegang, kalau rugi, sita sita lah.. bodo amat, dari awal emang bodong.",5,True
Yap ... merekalah yg sepantasnya disebut BEBAN NEGARA .. bukan para guru. Ngaco banget dah,6,True
"Sbnrnya ga adil jg sih kl disamakan dg UMR soalnya mrk mikirin urusan 1 negara,bukan 1 perusahaan.jd tetap hrs lbh tinggi jauh dr UMR.tp hrsnya kayak artis2 yg ga ada ilmu pengetahuan soal pemerintahan,ga boleh masuk ke DPR.itu yg jd masalah.selama ini.jd gaji boleh tinggi tp benar2 demi mikirin kesejahteraan rakyat dan ga boleh korupsi.pasti aman semua kl hal ini dilaksanakan.",1,True
Mohon maaf mau nanya kalau utang Indonesia ga bisa bayar apa negara Indonesia disita negara lain yg pemilik pinjaman terbesar..,2,True
"@fistoffury9868 : intinya mereka wakil rakyat yg merasa diri bos, bukan pelayan. Mereka hidup mewah, jadi ga pernah bisa ngerti susahnya orang yg hidup di bawah UMR. Mereka harus dimiskinkan agar tidak lupa rakyat yg mereka wakili.",1,True
"Betul, setidaknya 2X lipat UMR sudah oke biar mereka, DPR , bisa ikut serta merasakan gaji yang mereka terima, layak atau tidak untuk bertahan hidup di Indonesia",2,True
"Faktanya ternyata di negara maju ada aturan gaji DPR tidak boleh lebih dari 4 kali lipat dari gaji UMR daerah yang diwakilkannya, misal gaji UMR di daerahnya 5 jutanah otomatis gajinya maksimal hanya boleh 20 juta. Tapi di indonesia malah puluhan kali kipatnya.",4,True
Coba lihat gaji Dirut Pertamina berapa dan pejabat yang lain nya,2,True
"Seandainya dari dulu begini, kita gak keteteran sekarang",0,True
"Kalau gaji emang sesuai UMR mereka itu, tunjangannya yang gak ngotak",0,True
TUNJANGAN yg gede bang,0,True
32 kali lipat .dari gaji umr . Makanya gak peka dengan rakyat.. wong gak pernah merasakan apa yg dialami rakyat nya,3,True
Gajinya sama bro tp tunjangannya itu bisa ga dikurangin 60%,1,True
Economic meroket,0,True
Biar kita tahu yang tulus atau yang berkerja karna fulus,1,True
Trus yang pejabat pemerintah.....?,0,True
"@belajar6947 mending pejabat perintah bro dpripada dpr , duduk duduk rapat gajian gak ngotak",0,True
Harus di pangkas gaji pejabat.kl rakyat di cekik untuk bisa bayar hutang pejabatnya jg hrs merasakannya,0,True
di bebankan ke rakyat...dia yang atur semua pinjam uang ke negara lain...sama aja dia yang makan...kita yang di suruh bayar...hahaha...,0,True
Klw disama kan gaji UMR nanti pas nyaleg ngak dapat lah bagi2 amplop dan sembako,1,True
Setuju banget...bisa gj mrk hidup dgn gaji umr.,1,True
Pemikiran kocak,1,True
Hilangkan tunjangan2,0,True
"Mana bisa, tunjangan mereka kan setor lagi ke partai partai pengusung istilahnya biaya balik modal operasinal partai kdi mereka berasa kurang terus",0,True
"DPR lah sebetulnya yg menjadi beban negara,kerjaannya hanya keluyuran keluar negeri dg dalih tugas negara tapi tdk ngaruh sama kemakmuran atau kesejahteraan rakyat malah menambah hutang negara krn uang negara buat kelenceran",0,True
"Kembali ke alam , hidup dgn lingkungannya seperti hidup pada saat , camping , mendaki gunung , Pramuka , menyatu dgn alam , hidup gembira tapi hemat biaya, itu cara mengatasi krisis hutang akibat bencana dan wabah ,",0,True
Gaji pokoknya sama. Tapi tunjangan nya yg banyak dan macam2,0,True
Klo DPR gaji kecil kan gabanyak yg minat .jd yg minat yg benar benar berkualitas ....,0,True
Ya gak bisa. Kalo gitu jgn ada pemilu. Sistemnya diubah. DPR lakukan seleksi seperti ASN saja. Gak usah pake.,0,True
"Di sini kok banyak yg merendahkan DPR ya, padahal mereka sah secara UU harus ada di negara kita yaitu bagian dari legislatif. Kalo DPR tidak ada ya tidak ada yg mengawasi pemerintah. Kalo gaji DPR disamakan dengan ASN biasa ya mending gak usah ada pemilu. Pakenya seleksi seperti ASN yg mudah dan murah.",0,True
