comment,likes_count,is_reply
Terima kasih bapak menteri atas penjelasannya tentang ekonomi salah satu faktor penyebab ekonomi ga jalan Krn uang di diemin..untuk apa ya?,0,True
"Penjelasannya pak Purbaya mudah dicerna oleh rakyat kebanyakan, saya yang awam masalah kebijakan fiskal jadi sedikit tahu lah, jadi intinya beliau punya keinginan bagaimana pertumbuhan ekonomi yang berbasis pemerataan dengan dilandasi kebijakan yang terukur dan rasional.",1,True
"Pak Purbaya perlu didukung. Minimal bantu dengan do'a. Kaum rebahan, masa do'a aja nggak bisa.",0,True
@fajarshidiq6038 tapi kenapa abang tidak seperti itu padahal orang jawa? apaka karena pengaruhh lingkungan yg skrg bang?,0,True
Aamiin yra,0,True
Belajar banyak sekali. Menarik.,1300,False
"Lagi nunggu publik figure yg mau konsen/komen ke pak purbaya..lngaung muncul koh ernes, INDONESIA PUNYA HARAPAN INI KOHH",67,True
Nonton ini garagara ko ernest,25,True
saya kesini,7,True
Semangat koh,4,True
Kira2 dpr kita ngerti ga ya?,10,True
Langsung gas yt,0,True
Koh,0,True
Penjelasan simpel dan stratejik,3,True
"Sayangnya lagi semangat belajar, ditutup.",7,True
"Bakal siap untuk nungguin rapat2 Pak Purbaya bareng DPR lagi nih koh. Jawabannya lugas dan berkelas, klo kata org jawa SATSET TAKTEK.",8,True
Yg bilang sombong pak mentri dendiri lo,1,True
"nah ini panutan, salut buat koh Ernest selain kritis tapi mau membuka diri",0,True
Tapi ini sejalan kmaren sama analisa CELIOS,0,True
Pejabat tuh kalo bisa gini nih setiap buka mulut isi nya daging semua rakyat juga jadi tambah pinter,7,True
Koh ajakin influencer yang lain nonton biar walaupun masuk parlemen jalur ngejilat tetep ada isinya lah cape ngeliat tingkah politikus influencer,3,True
"ni org neolib habis, gak mikirin efek inflasi maupun wealth gap. mirip jaman pak harto spending your way out of recession adalah hal bagus tp expansionary fiscal dalam kondisi normal akan menciptakan inflasi spt jaman sby. and the poorest will be hit the hardest",3,True
Koh kapan buat film komedi lagi,0,True
ku kira cupu ternyata suhu ko,0,True
"Ketika profesional berbicara dan bekerja dibidangnya. Pelajaran pentingnya adalah Meritokrasi itu penting. Stop menempatkan orang-orang tidak punya kualifikasi. Bagi saya, menteri yang duduk di posisi hanya karena dia adalah KETUM partai, stop.",0,True
thanks ko refrensinya,0,True
Keren pak purbaya full support dari rakyat,1,True
"⁠ @pepelepew1227 kalau sya, opini pribadi sebenarnya inflasi tu gpp bro, asal terkendali, lihat AS fed punya mandat menjaga inflasi dibawah 2%, dan pertumbuhan ekonomi tanpa inflasi itu keknya gak deh bro. So sebenarnya mana yang paling enak, resiko ekonomi stagnan tapi gak inflasi atau deflasi, atau ekonomi tumbuh tp ada resiko inflasi, dalam kondisi normal kita bisa memilih berada diantara kedua itu, yakni tumbuh dan inflasi terkendali, tpi kayaknya hari ini kondisinya gak senormal itu deh, so resiko terbaik yg bisa menghidupi banyak orang menurutku ya ekonomi tumbuh tpi ada resiko ingflasi yang jg bisa di monitor dan di kelola,",2,True
@thirawat521 kemungkinan ga,0,True
@S3journey curiga banyak jg yg nilainya 6,1,True
Wah ada koh ernestt,0,True
@pepelepew1227 inflasi tu gk masalah selama pertumbuhan ekonominya naik juga. Contog sederhananya gini. 1 kilo beras harganya 100rbu gk masalah apabila pendapatan masyarakat minimal 30 juta,1,True
@thirawat521 gak akan ngerti. Wong cuma bisa blah bloh ae,0,True
@thirawat521,0,True
Nitip koh,0,True
wahh,0,True
"wkwkw apanya yg belajar? Apa yg di lakukan purboyo itu pernah di lakukan NZ dan Suharto. Di NZ, setelah Covid, pemerintah cetak duit, di bagikan ke bank lalu di salurkan ke pengusaha, Oleh pengusaha, duit itu di larikan ke Australia. Sekarang kesulitan tuh bayar hutang. Apa bisa pajak di naikan ketika rakyat pada kabur ke negara lain? Hal yg sama dgn Suharto. Suharto cetak duit, lalu duitnya di bagikan ke bank2 yg kemudian di salurkan ke pengusaha. Pengusaha cukup bawa lari ke Singapura. Terjadilaha kasus BLBI. Taun itu suku bunga BLBI dari IMF saja sd Rp 2000 trilyun loh. Belum pokoknya. lah sekarang kok di ulang? wkwkwk",0,True
ih kirain kita2 yg awam doang yg brasa bgini. Trnyata emang baru ini mentri mau jabarin setaktikal ini ke publik ya,0,True
"@thirawat521 mana mungkin ngerti, rata2 kan lulusan sma",0,True
Denger berita ini saya kembali semangat untuk berbisnis,0,True
Enak banget bpk2 dsitu cuma ikut Rapat cuma dengerin cerita dibayar mahal.,0,True
@thirawat521 la itu ada yang bicara kok dpr gak semua dpr buruk aih,0,True
Good analisis,0,True
jadi sedih untung ada pak purbaya sehat slalu ngih pak Indonesia sangat membutuhkan bak.,0,True
Sy sebagai dosen ekonomi sangat apresiatif dengan akar pemikiran beliau mengenai perkembangan ekonomi indonesia dari masa ke masa. Sy mendukung.,1700,False
"Selain dosen ekonomi, lu ngajar fisika, kedokteran dan ketahanan pangan gak? kalo gak berarti lu dibayar rendah sebagai buzzer wkwkwkkkk",28,True
Sebagai penasehat keuangan warren buffet saya juga sangat meapresiasi juga,18,True
@fbayoutube saya sangat mendukung netizen seperti Anda yang tidak percaya pemerintah wkwkw. Biar mereka kerjanya benar,22,True
"Betul. Menteri baru harus berani berfikir out of the box, belajar dari kegagalan masa lalu dan lebih kreatif menyelesaikan masalah.",13,True
"kebetulan saya juga Guru Private Manajemen Keuangan Elon Musk, sangat bangga sekarang.",10,True
Saya sebagai pak RT juga bangga pada beliau,6,True
"@Kantor15.1 ,bgt pula dgn kumpulan dukun bangga",2,True
selain bikin konten yutup yg engga viral. kamu termasuk tipe bikin perusahaan bakalan bangkrut. MINIMAL KONTEN ANDA KASI WAWASAN YG GAMBLANG MENARIK KEK. KAKU AMAT ITU KONTEN PAK TUWAAA,1,True
Si kntil,0,True
"Sesuai prediksi saya, pemerintah rajin tarik pajak, tapi gak di salurkan buat menggerakkan ekonomi. Jadi banyak uang mandek. Di situlah ekonomi melambat buat tumbuh, pasar lesu, ekonomi terasa sulit. Belum lagi uang2 besar yg di bawa keluar negeri melalui Pinjol, Judol, dll. Makin sedikit uang yg beredar di masyarakat.",10,True
"@jalantengah3763 Kalau lihat APBN itu defisit, seharusnya pengeluaran lebih besar dari pemasukan. kalau tidak ""disalurkan"" itu palingan nyangkut di korupsi siapa jadi tidak masuk ke sektor ekonomi riil. Jawaban dia bukan ""periksa macet dimana"", tapi ""sebar uang BI 200 trilliun dengan pinjaman langsung"" - palingan separuh jatuh ke ekonomi dan separuh dimakan orang yang punya jabatan, dan kita bakal yang harus bayar biayanya dengan inflasi.",3,True
Saya juga dosen olahraga pak.kagum ma beliau,1,True
Saya sbg mahasiswa ekonomi dan mantan aktivis ekonomi dengar pendapat beliau rancu. Posisi beliau dikebijakan fiskal yg diomongin malah kebijakan moneter. Contoh thailand dan vietnam kebijakan fiskal dg memberi insentif pajak beberpa sektor supaya industri berkembang. Kalau kebijakan moneter ya itu ursan BI dan Perbankan.,3,True
@jokopras2115 nonton videonya secara full gak? lu mau rakyat di cekek pajak terus terusan sampe 2030?,1,True
Saya sebagai pengajar kucing berenang pun ikut bangga sekali,0,True
Dosen Buzzer️,1,True
"Dosen apa lagi, halu bet. Dosen beneran ngga pernah bilang dosen di komen YT.",2,True
"Lihat pemikiran beliau sepertinya menguasai persoalan ekonomi Indonesia, baik kegagalan dan keberhasilan, semoga beliau meevaluasi dan membuat solusi dan semoga berhasil, semangat pak rakyat menunggu kebijakan yang canggih",2,True
Sy akan jd the flash buat jg dan brantas penjahat yg nyuri uang negara,0,True
@fbayoutube kalo elu sebagai apa bro?,0,True
"@anthonyliauw gw di bidang gw sendirilah, paling tidak gak halu wkwkwkkk",0,True
Tinggal lihat 2tahun yg akn datang sesuai TDK dgn omongny..akn BS mnhsilkan kepuasan TDK bagi rakyat Indonesia tentang kemajuan ekonomi,1,True
Buktikan dulu kinerjanya kedpn baru kita mengapresiasi,3,True
@fbayoutube insaf brow jangan sombong,1,True
@lailalaila4411 wkwkkkk sombongnya di mana coba,0,True
Dosen hanya ngabiisin uang pemerintah melalui ST SKep studi banding tpi hasil nya NOL besar,1,True
Yg penting hasilnya baik untuk rakyat jangan sampai cuma omong doang,1,True
Terlalu ego purbaya,1,True
"@fbayoutube Emang lu ngajar fisika, kedokteran dan ketahanan pangan? (Tanya dgn nada sangat lembut)",0,True
Sy sebagai astronaut memantau perkembangan perekonomian dari bulan,0,True
@ShidqiSalim waren buset bukan waren baffet wkwkwk,0,True
"Preettt knp ngak dari era pak karno sekalian. Bicara ya ekonomi skrng kok ekonomi bertahun-tahun silam,, lawak",1,True
"Nitip pak, dana ke daerah jgn dikurangi. Daerah setornya gede kok baliknya dikit.",0,True
@ShidqiSalim,0,True
Sebagai penasehat George Soros saya nyimak saja.,0,True
Apa perlu pengakuan siapa kamu yg penting komen mu.,1,True
@machfuddinaladib wkwkkk buzzer sekarang semakin rendah kualitasnya,0,True
"Saya kepala badan urusan ekonomi, ketenagakerjaan dan lain2 keluarga saya juga mendukung pak purbaya",0,True
"@satrioyuliansyah9357 Ngurusi ketahanan pangan, perumahan dan ibu hamil juga ya bang",0,True
saya sebagai mantan ketua kelas di kelas 6 madrasah ibtidaiyah jg mendukung,0,True
Semua pada cari muka nyatanya kacau,0,True
"si purbaya amerika banget - spend their way out of recession. masalahnya, gk spt amrik dan eropa, kita gak bisa cetak uang seenaknya tanpa efek inflasi tinggi. pertumbuhan indonesia sangat tdk merata, ekspansi ekonomi dgn ngorbanin inflasi akan berdampak paling parah ke kelas bawah yg pemasukan tetap lewat gaji dan tdk memiliki asset.",1,True
Semangat pak rakyat menunggu kebijakan bpk yg benar pro rakyat,0,True
saya sebagai keponakan jerome powell sangat mengapresiasi penilaian anda,0,True
"Sy gk jago soal ekonomi makro n mikro, tp mhs mashab ek saat ini mau longgar mau ketat bisa tercapai dg baik kalau sistem baik dan korupsi narkoba clean. Kalau gk mampu benahi korupsi dan narkoba secara radikal mhs mashab ek apapun gk akan tercapai dg baik. Jadi kalau gk ada kehendak untuk pembenahan tsb, cocoknya kita niru china aja kali ya ek tertutup dan berdikari setelah kuat dan sistemnya bagus baru keluar bermain ek global. Semoga gk salah ya",0,True
Saya Dosen Bahasa Jawa juga kagum,0,True
pak dosen pernah meneliti gak kebijakan sejenis di era Suharto dan negara2 lain yg bagi2 duit ke bank lalu bank salurkan ke pengusaha dan pengusaha bawa kabur duit itu ke negara2 tetangga spt yg pernah di lakukan NZ dan Suharto?,0,True
"Saya sebagai driver gojek hanya menyayangkan, Karena Kesalahan terbesar Indonesia pada krisis 1997 adalah terlambat, tidak transparan, dan terlalu banyak intervensi politik dalam ekonomi. Seandainya pemerintah lebih cepat mereformasi sektor perbankan, melepas kurs rupiah lebih awal, dan memperkuat jaring pengaman sosial, dampaknya mungkin tidak separah yang terjadi.",0,True
"Saya yg baru di lantik jadi rektor juga setuju,",0,True
Dosen di universitas apa bos,0,True
"Tinggal tunggu aja hasil nya, baru beberapa hari di Lantik",0,True
Sebagai agen George Soros saya akan pantau terus Kemenkeu ini. Tunggu waktunya gua hajar,0,True
"Saya sebagai ketua RT bikini buttom, juga sangat mendukung",0,True
@MatDongfeng ketua Rw nya blm kluar bg,0,True
Saya dosen Donal trum bangga & sepakat,0,True
"@fbayoutube Kenapa dosen ekonomi harus ngajar fisika. kedokteran, dan ketahanan pangan? Logikanya di mana?",0,True
@jusmadimadi,0,True
@Buyung-l1n,0,True
"Sebagai pengamat, nunggu hasilnya untuk rakyat.",0,True
"Saya dosen, saya mengakui ekonomi kaliber koboi tapi jujur kritis khas pak Purbaya, semoga ekonomi kita makmur jaya",111,False
"Saya sbg pengajar Ekonomi di Tiongkok setuju dengan pandangan Pak Purbaya. Ini org mmg pinter. Org pinter mmg biasanya agak nyentrik, maklumin aja.",1300,False
gassss,9,True
Org kl penuh ilmu sangat kelihatan sekali dr cara bicaranya kdg sampai bingung cara menyampaikan nya agar lawan bicaranya paham,56,True
"Dan biasanya jga ga terlalu bisa public speaking, maklumin aja. Yg penting kerjanya bener",47,True
Hati hati orang yang baik atau yang tulus untuk memajukan indonesia pasti musuhnya banyak.,36,True
"@singgihcahyowibowo1405 jd inget Gus Dur, Bj Habibie omongan nya srg kedenger ngelantur & ceplas ceplos",19,True
Betul sekali,2,True
Bnr,1,True
@singgihcahyowibowo1405 apa yg kamu harapkan dari DPR,1,True
"orang pinter, orang baik, kenapa kalo sudah masuk sistem linkaran politik mendadak jadi badddjiiiiingan ya?",7,True
"@singgihcahyowibowo1405 ini Indonesia bung, kalau gak bisa diajak korup pasti dibuat sulit kinerjanya",9,True
'agak nyentrik' BANG WKWK,3,True
"Itu sudah bawaan orang yg banyak wawasan, sprti gus baha', org pinter dan cerdas memang agak lain, sebanding dengan ilmunya",1,True
@r.avicenna1402 justru orang pinter jago banget publik speaking. Apalagi politisi yg pinter. Kecuali yg tipu-tipu.,1,True
@syamjee7880 tiap orang kepintarannya beda2. Banyak yang pintar sains atau matematika tapi gak bisa public speaking.,5,True
"bener. Lbh ke blak blakan, cm karena pak Purbaya saat ini sdh jd sorotan jd mau tdk mau harus belajar ngerem ya jgn terlalu blak blakan hihi",2,True
Problemnya Banyak orang low iQ tidak menerima akan hal itu,1,True
Orang genius jarang yg biasa2 aja bro di berbagai bidang rata2 minimal badboy klo genius atau tipe lonewolf di bidangnya dan gue paling suka yg model begini,0,True
iya agak narsis ya tp narsis kalo ada isi mah gasken,1,True
"Saya punya mentor d saham , nyentrik dan 'sombongnya' mirip2 dg pak purbaya nih klo d tanya jawabanya kayak ngasal gitu aja",1,True
@anaklanang6077 jika masuk ke partai politik iya karena harus manut ke ketum tapi jika profesional ya tergantung integritas,0,True
Mau sepedes apapun ngomongnya kalo yang diomongin adalah fakta ya mau gimana,0,True
"@syamjee7880 Gw ga setuju kalo orang pinter pasti public speaking nya bagus. Banyak orang pinter yg bicaranya kurang baik tapi otaknya encer, banyak orang yg ""bisa"" tapi untuk menjelaskannya agak membingungkan",3,True
Yg bikin greget DPR2 nya wkwk Menteri bicara masa depan. Mereka malah mengulas masa lalu. Ketauan deh sekrng kenapa indonesia ga maju2 wkwk,1,True
@udin_pekok tapi almarhum pinter² ya,0,True
di Indonesia ini banyak orang pintar tapi tidak mengerti banyak orang pintar tapi melanggar hukum,0,True
"Keren bgt, gimana bisa kayak beliau ya",0,True
"Betul, kelihatan beliau berfikir lebih cepat dari pada bicara. Makanya pas ngomong kelihatan agak belibet. Tapi yang diomongin semua on point.",1,True
sekilas mengingatkan dengan alm bapak BJ Habibie,0,True
Rakyat tunggu hasilnya bukan omon2 nya,0,True
"Sy suka yg nyentrik ,tapi benar dan jujur tegas dan berani.",0,True
"Orang baik visioner tidak disukai di Konoha, hati2 pak Purbaya",1,True
"kira2 awet g di jabatan sekarang, takutnya kayak bu susi",0,True
"Bapak Purbaya persis seperti ilmu yang aku dapat dikampus new economic model enak punya menteri das des das des gini terang benderang bikin optimis lagi melawan krisis,Bpk.Purbaya sudah minta restu parlement kalau seandainya tidak didukung kebangetan.",2300,False
11 12 sama MMT Ala Mardigu. Teori Moneter Modern,63,True
Buat anggota dpr yg lulusan smu bisa lebih mudah dipahami.,78,True
@MuhammadAbdulAziz-v5c KMU AJA yg jadi menteri ke uangan bro,6,True
@jackjetjoe9445 Ya sebenarnya mau lulusan smu smp atau sd kalau mau belajar dan dipahami banget ilmunya bisa aja sih mengerti ilmunya Bpk.Purbaya,23,True
Top,1,True
@BabyRiantiPutri ya tapi untuk standartisasi anggota DPR harus lulusan sesuai bidang nya. Bukan asal masuk jd anggota. Kan mereka dibayar gaji pun besar.,39,True
@aleesyanayla5740 perwakilan petani harus lulusan S3 petani gitu bang ?,10,True
"Data digital ekonomi masa aker SBY dan awal jkw di waktu itu kemarau panjang tapi masih bisa di cek roda ekonomi SBY dan jkw di eras SBY kelangkaan minyak luar biasa,ini sudah politik",12,True
"Ilmunya di sekolah semua benar, yang tidak benar begitu ada peluang, menggelaokan bro?",4,True
????????,0,True
Mantap Pak Menteri Keuangan..Semoga kebijakanya Bikin Rakyat sejahtera,5,True
"Utk retorika ,berbicara pasti byk yg bisa boss,yg kita minta eksusinya,kerja dulu,buktikan dulu,baru byk bicara.ini blom kerja suda byk bicara,sering dengar tuu",19,True
@danyanchay3072 Ya kan nie manfaat nya untuk di bahas dulu Intinya di ambil Langsung gerak,5,True
Apa Ini berarti Soal Peredaran Uang Fisik yg macet di araus bawah yah suhu ?,4,True
Kalo saya GX peduli dengan cerita nya saya hanya nunggu action kinerja nya,18,True
se7,1,True
Danantara dimana sekarang,10,True
Semoga Allah menuntun bapak untuk memperbaiki ekonomi negri kita yg tercinta ini menjadi lebih baik lagi dari sebelumnya aamiin,8,True
Optimis,1,True
cocok jadi komisaris,0,True
Kita kasih kesempatan menkeu yg baru joossss,7,True
setuju,1,True
Yg Penting JUJUR dgn Niat untuk menSejahterakan Bangsa Indonesia.Salah Satu nya Jangan Naik kan Pajak2.,6,True
@danyanchay3072 ini kan lagi rapat bro bukan praktikum gimana sih,3,True
akhirnya ada penjelasan ekonomi lbih jelas,0,True
Hahaha tapi gak semua pengen new econ,0,True
"Baru kali ini aku dengerin Mentri keuangan ngomong sampe 20 menitan gak kerasa, biasanya boro2, ya Mudah2an selaras dengan ucapan aamiinn",9,True
@BabyRiantiPutri Mau smu SMP SD yg penting punya ijazah asli,2,True
Kek ngerti aja lu,0,True
Yg penting korupsi dihukum mati dan perampasan aset disahkan. Sudah beres ekonomi akan berjalan lncar,3,True
Ini gak bahas pajak sama sekali ya,0,True
"@nuget64 kata pimpinan rapat ini baru pembukaan. Rapat DPR emang gitu ,gx kyk rapat perusahaan sat set solusi beres",1,True
eit tunggu dulu di belakang anggota ada ketumpar.,0,True
Semoga tetap teguh pada pendiriannya tidak terpengaruh politik.,2,True
"Sependapat, mudah mudahan kedepannya ekonomi Indonesia pertumbuhannya diatas 8%",2,True
"@akhirzaman8587 lg siap2 mau caplok duit2 yg katanyeeeee nge block hehehhehehehehe,,istri tua kan BUMN,,istri muda nya danantara..hahahahhahahaha",0,True
"Kenapa dari dulu tidak pilih yang ini, Menkeunya?",1,True
Jos pak,0,True
"bagusan sri, dia udah pernah kerja di bank dunia",0,True
"Buat sy yg bukan orang ekonomi, penjelasannya jg mudah dipahami.",1,True
Jujur gw pesimis banget sama orang satu itu.,0,True
Mudah2 an Pak Purbaya bisa membantu meningkatkan perekonomian Indonesia.,1,True
"Minta restu boleh,,masalahnya mereka anggota dewan juga minta restu dulu ke ketumnya",0,True
DPR artis mana ngerti apa yang dibicarakan Pak Menteri,2,True
@MuhammadAbdulAziz-v5c iya mirip mirip sama ilmunya boss man semoga ajj sesuai harapan,2,True
Ah suka begitu org bener suka dkriitk Krn takut ketauan boborok y semangat pak menku,0,True
Emang ini menteri top yes yes,0,True
"@danyanchay3072 itu raker, bos mau tau dulu rencana strategis nya, supaya bos bisa objektif ngasi modal kalo rencananya bagus.",0,True
"Intinya tuh tumbuhkan lagi ekonomi dari privat sektor, tpi tidak mengeclilkan keterlibatan pemerintah untuk membantu menaikkan ekonomi juga(BUMN yg bergerak di bidang public servis) 11 12 lah mirip new ekonomi modern teori yang di gaungkan mardigu",0,True
"Kembali ke sistem suntik dana , bayar hutang piye????",0,True
"Jika ekonomi mau tumbuh sehat pajak jangan naik, dan integritas tuk petugas PKP dan jangan menindas wajib pajak",0,True
"@GabrielleGampar terlalu pinter mkanya gk dipilih,,yg sllu dibodohi gk mungkin org pinter lagi,,",0,True
Ditunggu hasilnya 3 bulan kedepan sesuai omongan dia,1,True
mungkin yang kemarin kebanyakan di dikte oleh pihak luar maupun dalam,0,True
"PEJABAT DI INDONESIA PINTER"", YG PENTING JANGAN KORUPSI INDONESIA PASTI MAJU",1,True
@KhanzazoyaTV kalo sri pinter kok ekonomi makro makin terpuruk?,1,True
Bapake meyakinkan,0,True
"La iya theory gampang di kuliahan banyak sarjana yg bisa gitu, tapi kerja belum tentu",1,True
Banyak buzzer yg diarahkan memujinya.,1,True
Besar harapan saya kepada bapak menkeu ini.,0,True
"Jangan bodoh amat lah jadi manusia bg, dia sdg menjelaskan kepada mentri² langkah yg tepat utk menaikkan pertumbuhan ekonomi berdasarkan pengalaman yg dia rasakan selama bekerja di lapangan, kan tidak semua anggota yg paham, ga mungkin dia diem² bae, PLANGA PLONGO, banyak bicara salah, sedikit bicara salah, masyarakat yg kek lu ni harusnya diganti banyak nyinyirnya @danyanchay3072",0,True
Itu dosennya bapakku,0,True
"Jejak digital berkata BPK puerbaya ini bukan orang atau hidup di ruang atau linked ke ranah politik , beliau murni berdedikasi dan menjadi pelaku di beberapa periode president , kita tunggu action nya , saya harap para anggaran politik harus di luar lingkaran kapasitan beliau , jangan memaksa msuk ke dalam lingkaran beliau , karena beliau tidak bisa di tekan oleh kebijakan politik",0,True
Insyaalloh bkl tmbh anjlok Kita lihat nanti,0,True
"@MuhammadAbdulAziz-v5c Itu bukan MMT, tapi NEM (New economic model) kebijakan ekonomi yg mendasarkan pada gabungan antara liberalisme dan sosialisme. Ini perkembangan baru dari prinsip Keynesian yang dikontekskan dgn kondisi negara.",1,True
Sebenarnya dia pinter cuman style-nya mungkin sebagian masyarakat ga suka sama dia dengan perilaku nya begitu,0,True
"@WhisperingWindows-TV yg jls kebijakan""nya sri menyengsarakam rakyat,cm bikin pejaba"" lupa rakyat",0,True
@Murid_Baru ok siap,0,True
@danyanchay3072 telinga di pake. Itu dia lagi cerita masa2 president yg lalu2 tentang dia bantu2 president ngadepi krisis. Bukan omdo.,0,True
Intinya kebijakan yg diambil harus pro rakyat pak Mentri biar roda ekonomi berputar,0,True
"@danyanchay3072 Dia sudah banyak bekerja tanpa jabatan bro, membantu negara ini. Ngomongmu diasaring.",0,True
Ilmu nya Sri utang utang utang,0,True
@BabyRiantiPutri mngerti kulitnya doang kl smp sd,0,True
@hendrids5839 S3 maksudnya SD SMP SMA ya pak?,0,True
