cleaned_comment,likes_count,sentiment_score
atensi agar di viralkan,0,-0.8745943680405617
manteb huruf kapitalnya bang wkwkkw,0,-0.038987547159194946
giliran bahas mbg om ... cara main korupsi nya gmana .,1,-0.9855292051797733
pom bensinnya familiar ....,1,-0.8267511874437332
"banyak capres selalu janji bangun kilang minyak saat kampanye, begitu jadi presiden planga plongo lupa janjinya",1,-0.9785653944127262
iya betul gan maennya di kalimantan.,1,0.33074646070599556
ngerinya lg terkadang hasil bisnis haramnya malah buat umroh haji. sungguh iblis pun akan malu dg kemunafikan manusia. udah jelas2 uang haram malah buat mengunjungi rumah tuhan. emang tuhannya hobi korupsi jg atau gmn sih.,2,-0.9965837649069726
"sejelek2ny pertamina, tp tetap masi ingat allah swt, hanya pertamina yg mnyediakan fasilitas2 umum sprti wc umum, tmpt wudhu, musholla mini, bahkan pertamina bs dbilang mushola darurat bg sopir2 yg bepergian jauh. stiap umat yg mengucapkan alhamdulillah karna merasakan trbantu oleh fasilitas pertamina, maka pahala jariyah terus mengalir. jgn meremehkan kata alhamdulillah. kendati dmikian, sy harap mafia pertamina gnti muka pablik figurny, jgn si bahlil jg lah, udah cebol badan mukany ngeselin pula. prcm dia pny duid triliunan, prcm dia sewa lc cew singapor, dia gk bakal bs enjoy, wong barangny mungil. mubazir duid triliunan di bahlil, mending gnti pablik figurny sm yg lbh berwibawa sprti luhut panjaitan",1,0.03551739454269409
"di bumn isinya org serakah, ga punya empati sm masyarakat yg banting tulang, dasar koruptor otaknya salah lokasi",1,-0.9975315248593688
"mau komen jd ogahhh, muàk baca ending nya....",0,-0.997261929733213
solar di proyek2 jg barang subsidi.. org2 militer yg jual..,0,-0.43420636001974344
terus suarakan kebamhsatan mafia minyak,2,-0.9688036588486284
purbaya rasa kpk,0,-0.0674596056342125
om ben saya dukung anda presiden dari jaman mega mendung sampe mang wowo ga ada yg tegas brantas mafia migas,1,-0.9792806189507246
hasil bumi sangat wangi hasilnya sangat rusak efeknya bagi penduduk setempat,1,-0.9946275502443314
"jangan bang jujur banget, nanti rumah pejabat pejabat pada dijarah",2,-0.9973599488730542
keknya begitu bukan rahasia deh,1,-0.937038004398346
g kepikiran lapor ?,0,-0.9936086222296581
idonesia surganya para koruptor..,1,-0.9905325234867632
"cabut aja subsidi bbm, biar rusuh sakalian",1,-0.9957259296206757
sama pernah punya temen kayak githu juga..dan pastinya g sendirian,0,0.03532024845480919
terima kasih atas pencerahannya bung...akan lebih baik kalo kasus2 ini dikomunikasikan oleh pejabat publik yg berwenang supaya bisa menyatukan visi antara pemerintah dan rakyat..selama ini rakyat ga tau apa2 dan ketika dikompori dikit udh lgs bleduk nyalah2in pemerintah,1,-0.6431855708360672
iya rosenef itu di tuban kita berharap dr thn 2018 sampe skg ga ada...pantesan dramaaaaa....,2,0.5292212814092636
perusahaan tmpt gw kerja sering dapet tawaran hahaha.. parjo ma parcok tapi,0,-0.6578205600380898
"kok jadi saya yang takut ya, bang ben bahas ini ,hati2ya,,",1,-0.993001420982182
"laporin dong, pake anonim",0,-0.9760988340131007
di tempatku juga spbu kerja sama manager sama pengantri barcode nya di main kan apalagi sekarang boleh pake jeregen pertamina layanannya menjijikan lapor sana sini gk ada respon mereka kumpul bbm solar subsidi untuk di kirim ke tambang buat administrasi palsu,0,-0.996354739763774
maen itu maksudnya gmn?,0,-0.9183751698583364
iq pas2an gk usah kepo,0,-0.9907116531394422
"emg di tempat lain seperti shell, indomaret dll gk ada tempat sanity nya?",0,-0.9606008594855666
"maen dibelakang bro, habis impor pake uang negara jual lgi ke ""industri"" bukan ke rakyat. biar double cuan",0,-0.9929790707537904
"solar bio solar di sumatera juga susah...,di spbu langka, kl ada pun antri..tp di eceran banyak",1,-0.8308729827404022
sehat² selalu bang...semoga bang benix jangan sampai kendor menyuarakan kebeneran bang...dan semoga para mafia mau tobat.,1,-0.4499367028474808
70 minyak di kuasai si riza khalid,0,-0.001971393940038979
pake sistem voucher aja subsidinya.......?,1,-0.00755114434286952
q jg pernh krja d kapal emng kbnykan beli bbm subsidi sma mafia tp hrga industri. bnyk sekali mafia. klu yg beli untk d jual lg bensin eceran mah sekala kecil sehari mungkin ratusan liter. klu d kpal mainya ribuan liter,2,-0.9312133640050888
beck up nya bintang 2 di tanggerang,1,0.9146774054970592
shareloc biar gw jarahin itu rumah tetangga lu,0,-0.5273900032043457
bintang 2 bang berat bro baru nyampe gerbang juga udh ilang,0,-0.9814890585839748
"luhut juga 11.12 chek beritanya, sama² ngeselin . nekan rakyat kecil dengan pajak² , lihat waktu viral kabur aja pajak dia gak pro rakyat kecil",0,-0.9938425980508327
"tp memang negara ini negara mafia gak enak kalau gak korupsi, hrs ada pengawasan dan keberanian",0,-0.9727268489077687
mending kerjasama sama rusia atau eropa lainnya jgn china,0,-0.38408853113651276
"ben sekali kali dong bahas apa efek saham bca di borong goldman sachs sehingga bloomberg laporkan keuntungan terbesar sepanjang sejarah goldman sachs berdiri ketika saham bca di hoax dan di borong dgn harga super miring. juga coba jelaskan dong ben, apa efek surat utang negara di borong black rock limited? black rock limited itu perusahaan finance yahudi amerika terbesar di dunia. mereka borong semua saham yg melantai di amerika. yg masalah pertamina itu efeknya gak seberapa di banding dgn di borongnya saham dan surat utang negara. tau kan efek di borongnya rp oleh soros di tahun 1998? kenapa hal itu di biarkan terjadi padahal semua menkeu indo itu jebolan amerika termasuk purboyo dan ekonom2 baik yg jadi influencer atau kerja di lsm itu jebolan amerika? katanya bennix paham ekonomi? atau emang usd gak mengalir utk bahas pemborongan saham bca dan surat utang negara ke kantong bennix?",0,-0.9703300977125764
disana banyak alat berat pengguna solar,1,-0.01623552036471665
ahok ternyata hobinya super soal kilang buat menutup ketidakbecusannya,0,0.30020884796977043
pertamina harus dapat membangun setiap tahun 3 kilang minyak jika tidak pertamina di bekukan setahun dan di bentuk dewan kilang minyak indonesia....,0,-0.03279478009790182
dinegara.luar.minyak.mura.di.indonesia.betul.betul.menyusah.kan.rakyat,0,-0.3080581948161125
"saya juga tahu bahwa disetiap spbu setiap solar subsidi datang pasti langsung diserbu truk siluman untuk dijual kembali ke pabrik pabrik, spbu tidak berani melarang karena mereka bekingan brimob.",0,-0.6049913763999939
dipom ngantri tp dipinggir jalan banyak yang jual pakai jerigen 30 50liter. kira kira ambi dari mana solar kalimantan yang dijual di kanan kiri jalan,1,-0.09942078962922096
"usah tutup mata lah di kalimantan ini, solar memang di batas, tapi apa sih yang gak bisa d akali, banyak kok di pinggir jalan besar yang bisnis begituan, masa panther ngisi solar lebih banyak liternya dari truk, truk nya pun begitu jg sdh d modif tangkinya, ga usah lah tutup2 an karna ini sudah mengganggu supir truk yang memang benar mau menggunakan solar itu untuk antar barang, bukan nya untuk d jual lagi, ""tapi kan mereka juga beli tapi kan mereka ambil nya bayar"", iya bayar memang, tapi untuk peruntukannya salah, peruntukannya itu solar di subsidi untuk angkutan umum barang, bukan untuk angkut2 solar.",1,-0.9094838984310627
bener bos banyak sampingan pada jualan minyak pegawainya,1,0.2431451380252838
"susah lah mau bongkar bisnis ini. mafianya sudah banyak sekali, berat berat",1,-0.9972461455035955
"solusinya adalah revolusi dinepalkan,",0,0.017797225154936314
kasus oplosan gmn?,0,-0.9843360962113366
"bang lalu solusinya bgmn? krn kita cm bisa teriak, tp gak ada selesainya",0,-0.6373395314440131
"di kalimantan solar sulit bahkan truk truk rakyat kecil ngantri bahkan menginap berhari hari, sedangkan dijawa tidak susah sama sekali",0,-0.8268816918134689
"mas, sy di jawa gampang sekali cari solar lucunya kalimantan timur susah ngantri truk dipinggir jalan",1,0.31813399493694305
mafia malah dipilih jadi anggota dewan yang terhotmat... ngeri bgt sdm negeri kita ini pak,0,-0.9970395481213927
soalnya udah di ambil sama perusahaan2 batu bara bang.... saat di laut udah masuk tanki perusahaan2 dibandingkan ke masyarakat kalimantan.,0,-0.8735901210457087
lha apa baru tau ......blm lagi kalo dulu kapal tongkang kencing ngangkut dr singpore kencing dulu dijalan,1,-0.9874515846604481
jadi benar dong ucapan pak harto nanti kita akan dijajah lagi.,0,-0.9946696228580549
paling parah malah aparat yg ikut main.d bisnis kotor itu....fakta itu...,1,-0.9971566315507516
tetangga desaku yg seorang polisi malah ngeri lagi korupnya,0,-0.9972184596117586
"bukan cuma solar, pertalite pun ada mahfia nya.. pensiunan pertamina, tetangga saya main pertalite dan solar buat bisnis nya..tetangga saya tidak punya pom bensin, tapi dia dapat bermain minyak..",0,0.6937506678514183
tanya chatgpt siapa saja yang diuntungkan jika import bensin,0,-0.003047357080504298
mau saya bikin diagram alurnya biar lebih jelas dari crude indonesia kilang luar negeri balik lagi jadi bbm impor?,0,-0.059074847493320704
"selama pertamina masih di kelola bumn gk bakal berubah sebaik ap pun presiden nya menku, karena otak nya merka perkaya diri sendiri,",0,-0.9289809539914131
ganti karyawan pertamina dari komisaris sampai ke karyawan bawah!,0,-0.038777338806539774
"wes tak bedhek, maling lan guarong thok isine",0,-0.9915681172860786
tak kasih nama nama ikan ya om,0,-0.7151764305308461
"maling ama guarong om, dilarang saling mendahului",1,-0.9865480618318543
gak mungkin hanya sendurian dia maen kalo lu tau dalem nya penjahat ber seragam yg katanya aparat minimal.bintang 1,0,-0.986982255242765
laporin viralin ...,0,-0.9957992361159995
dilahat sumatra selatan juga yg nyuplai solar pt swasta buat masok proyek geotermal pln di gunung pancar klo gak salah..dekat kota agung...di pomnya seminggu sekali adanya...solar busuk alias subsidi yg nikmatin toke juga.,1,-0.9947132415836677
"di tempat saya ada indikasi peninbunan solar bersubsidi modus nya mereka bekerja sama dengan spbu mereka bawa pik up yang ada drum drum nya , sedangkan masyarakat yanbg butuh solar tidak pernah kebagian alasan nya kuota nya havis",0,-0.6975720878690481
"itu pak bahlil melek gak sih apa gak berani, ikut akademy coboi dolo atau cuan juga",0,-0.9447986944578588
jatah itu kan bagi yg kurang faham jalurnya yg faham bisa bawa puluhan drum,0,0.06574257090687752
"benik ngaco brutal, ga ngerti bisnis migas, ga ngerti standar operasi kilang ngoceh sampah 3 kilamg singapor itu 1.5jt barel hr dgn buffer smp 1 bln tauk? indo 7 kilanh kecil tua2 cmn 600rb an barel day. mau ngalahkan singapur? skala ekonominya aja sdh bumi langit, ya minyak kita pasti mahal. lagian dah lama indo berhenti jd esportir, jangan ngarang cerita sd. bangun kilang sekarang apa masih visible? ini mentri sok bodoh banget, kilang itu proyeksi 50thn, sekarang negra2 mulai beralih ke green energy, thn 2035 eropa bakal larang mobil bensin, neg lain pasti menyusul, trus kilangnya? kirim ke rumah nya purbaya aja buat sarang tikus",0,-0.9849891448393464
bagaimana gak biadab bos. orang salah buat pakai materai 10000 beres,0,-0.9951052106916904
gilaa pasti tetangga lu sering2 bagi2 uang ke orang sekitar yaa biar nutupin dosa nya,1,-0.9915660028345883
"gila banget bang, pikirannya perut sendiri doang",0,-0.9938337123021483
setuju hasil buminya banyak ..miris.....rakyatnya terus dijajah .sama bangsanya sendiri ...,1,-0.9972748512518592
"ga jauh beda sama mbg bang kedepannya kalo tidak bisa terkontrol dengan baik ga menutup kemungkinan melahirkan mafia2, apalagi yang dikorbankan anak penerus bangsa.. makane harus hati2 sekali",0,-0.7676705494523048
"pemilik spbu daerah kami malah jatah edar satu truk 6 8 tangki yg 2 dijual sendiri ke pabrik... yg bocorin mlh anak buahnya sendiri, rahasia umum di terminal...",0,-0.8441870626993477
"isilop juga ada, pernah punya kenalan jd makelar gitu tp denger2 dia dah meninggal kecelakaan mobil padahal masih muda,",0,-0.06741218350362033
parah ini... itu cuma beberapa jam motoran loh 1 tangki bebek masih sampe,0,-0.9893287707818672
welcome to indonesia,0,0.9585622849408537
"berarti bisa jadi solar masih ada tapi buat jatah perusahaan ya bang, jadi truk2 dan kendaraan lainya ga kebagian sisa itu",1,-0.7860976508818567
"tetangga gua polisi suka ngangsu beli solar2 di spbu buat di jual ke industri punya 2 pik up buat nguras semua spbu di pati dan kudus.namanya yayan orang pati,jakenan .ds.kalimulyo",2,-0.243392214179039
"ngangsu pickup masih mending, lah dia punya truk tangki beberapa unit",0,-0.01875311858020723
"tangki y udah di modif tntunya bang,",0,-0.01233877893537283
makanya shell kosong smua sisa diesel aja 1 bln ini.. bisanya pertamina monopoli spy dpt cuan bnyk n ga bisa bersaing secara sehat..,0,-0.9954135258449242
apa pakai jirigen buat disel sawah saja sangat begitu sulit ... harus pakai surat izin dulu,0,-0.9497044065501541
sahroni kan main sebagai mafia minyak,0,-0.9841668492881581
"bukan bensin, om. yang harus dihilangkan itu subsidi solar! setiap liter solar yang dijarah sasaran nya, dibayar oleh rakyat sebesar rp. 5.150. kalau satu hari saya jarah 200 liter, maka saya makan duit rakyat satu juta rupiah. makanya banyak truk tidak mau bergerak dari parkiran sekeliling spbu.",0,-0.9927058424800634
semua lini omset negara dan proyek negara pasti di korup para asn pjbt nkri. coba institusi mana yg bebas korup? lha wong keagamaan saja korup,0,-0.9970920695341192
kumpulin data dirut bumn dan pln .. tinggal kita cari alamatnya.. pengadilan ditangan rakyat.,0,-0.17288721911609173
nah mungkin si black mamba juga begini ya?kan dia ngakui dulu kerja mafia minyak,0,-0.9923944751499221
sebut aja namanya bang,0,0.008312742225825787
"lo kok berani banget, bukak bukaan keburukan sekolah sampai pertamina, seandainya di laporin emang gak takut ya?",0,-0.975625891238451
wkwk tau sendirilah,0,-0.9609940303489566
semua nya asyuuudahlah,0,0.9272561892867088
kerja si mulyani apa aja slm ini .ko baru di buka sm mentri keuangan yang skrg,0,-0.017466461518779397
dari zaman dinosaurus .sampe kiamat.bumn jadi.sapi perah atm.buat.pejabat penguasa. cuma orang gila yang ngga doyan duwit apalagi duwit haram. . .,0,-0.9960435351822525
"mobil yg angkut belum sampai di spbu aja mobil tengkulak udh berjejer ngantri. solar masuk ke spbu hanya formalitas aja mending bongkar di luar aja. percuma. para tengkulak minyak mengerahkan banyak mobil nganggur untuk mengantri, mobil nganggur di sewa hanya untuk mengantri. nnti ada oknum aparat yg membagikan karcis antrian. ahh sudah lah. sudah terlalu muak melihat pemandangan ini",0,-0.9940020949579775
di batasi. tapi yg antri tu mobil tengkulak minyak rata rata. kadang mobil rongsok yg ngk layak jalan lagi di pake buat ngantri. nnti mrk bongkar di gudang biasanya. dan gudang nya ada oknum oknum yg jaga,0,-0.9718473246321082
lokasi,0,0.2681523992214352
bisnis akal akalan alias pembohongan,0,-0.9964154592598788
"jangann, nanti pada nanyi kulihat ibu pertiwi lagi. cape...",0,-0.9960176493041217
"yg ber uang jdi penguasa ,itulah negara konoha",0,-0.92949078977108
revolusi,0,-0.9475214127451181
jangan kan kilang minyak bisnis besar mbg atau makan siang bergizi aja' di sabotase indonesia banyak musuh dalam selimut nya,0,-0.9927568910643458
"penghasilan negara hanya dari pajak,kemana tambang dan perkebunan negara uangnya ? negara kaya kok hasil dari peras rakyat doang",0,-0.992077651200816
"setiap orang yg mengambil bukan hak nya maka itu dosa dan klo dosa maka matinya akan masuk neraka, nanti akan dibakar diapi neraka.",0,-0.9953022305853665
secara logika pemerintah dan bumn jadi marketplace karena lebih mudah dan saat transaksi pasti dapat ve dari harga minyak dengan pengusaha singapura. jadi sebagai penyedia saja sudah untung dari pada hasil sendiri susah dapet ve karena data ada dimana mana keluar masuk.. lebih instan pemasukan cara berfikir mereka. pak purba membongkar semua karena sudah paham kelakuan bumn yg pemalas,0,-0.5626091957092285
iya semenjak ahmad sahroni tumbang dpr takut mau ambil alih.. karena bos pertamina sponsor ahmad sahroni secara ga langsung menguasai dpr dan bumn. sekelas partai yg sangat minim di dpri tetapi mempunyai pendanaan sangat besar karena menjaga bos pertamina agar selalu sejahtera,0,0.8548443093895912
"dan, para mafia2 itu sdh begitu lama bermain serta menikmati hasil bisnis serakahnya, mrk merasa aman krn kuat backingnya... apapun... kata presiden ke 7 negara tdk blh kalah,.. macam2 saya gigit sendiri kata presiden ri ke 8... korupsi hrs ditindak tegas. rela mati demi membela keadilan , negara dan rakyatnya. pernyataan positif sangat ditunggu hasilnya. salam nkri, nkri",0,0.7252444624900818
"ceweku pernah cerita dulu ayahnya pernah kerja dikapal muatan minyak cuma kerja 5 bulan total tabungan atm tembus 300jt langsung dalam sekejap,yg kuli aja segitu apalagi yg atasan,korupsinya gila gilaan pastinya",0,-0.9762492338195443
solar di kalimantan ngantri ada jatah oreman dan partai coklat..setiap mobil itu jatah premannya 200rb,0,-0.02267312561161816
hufft... para sekali. rakyat harus diedukasi terus dg hal2 demikian. klo penegak hukum tdk bisa berbuat apa2 biar rakyat yg bertindak.,0,-0.9689837843179703
terang benderang kejahatan kok g bisa hilang apa pekerjaan yg berwenang.....?,0,-0.996814483194612
preman parcoknga yg ngeri satu mobil itu 200rb jafah mereka,0,-0.9056493177777156
di kalimantan solar nya bnyak di pke buat tambang om.,0,-0.16391358897089958
"maka nya om,kalau yg korup nggak di hukum mati,kagak bakalan maju indonesia ini,coba contoh presiden burkina faso,itu yg harus dicontoh.",0,-0.9873480345122516
masuk akal,0,0.9948331787018105
"setahu saya bang , bnyk penyelewengan bbm ilegal dr palembang sekayu dikirim ke pelbuhan dumai sana untuk mengisi kapal2 tangker singapura , jadi indonesia itu beli bbm dr indonesia sendiri . kan bodoh itu .",0,-0.9965479584643617
knpa presiden pmrintah kita klah sma mapia prtmina?!dan knpa sudah tau rugi terus knpa tidak di pecat aj.,0,-0.9891356388106942
"emang harusnya pejabat yang korup hukum mati ,biar yang mau korup pikir 2x ,yang nolak brarti emang dia punya tujuan korup",0,-0.9966373713687062
"udahlah ganti motor dan mobil listrik, pasti mafia minyak bingung",0,-0.9921008227393031
wih orang telkom maen ginian haduh dasar komplotan rampok gak mandang dari mana kedinasan kalo sdh jadi komplotan rampok ya jadi mafia,0,-0.9966903533786535
lu punya gitu mobil listrik? apa?,0,-0.8839836404658854
"ahok aja cerita tentang pertamina ngomel2 ampe merah mukanya, pdhal udah janji mau berubah gak marah2 lagi..",0,-0.9956606883788481
de,0,0.9225748656317592
"bukan cuma kalimantan, papua juga antrinya ngeri sampe bisa bermalam di antrian",0,0.4124358296394348
"betul daerah cianjur selatan, sukabumi selatan ga ada bbm subsidi atau mungkin sampai ke garut selatan juga gak ada",0,-0.3199546579271555
lebih bahaya dari narkoba luar biasa,0,-0.9945591834839433
lanjut pak..sampaikan kebenaran pada rakyat.,0,-0.13162094354629517
om bennix jalan2 aj ke kalimantan liat aj klo banyak toyota panther ato isuzu kijang yg ngntri sepanjang jalan..psti paham,0,0.11751914396882057
"ajukan tau suarakan undang undang pengkhianatan, bung",0,-0.924931317102164
"sama daerah ku juga kak, ada pemain solar , sehari aja kelas desa aja pemainnya itu bisa ngumpulin 10 sampai 20 ton . sehinggga supir2 truk sama pengguna kendaraan solar yg beli di pom pertamina sampai sering tidak kebagian",0,0.352277472615242
setuju pak purbaya mengawasi pertamina dari mafia2 migas,0,0.9427532590925694
"tolong dicek juga selain korupsi, bagaimana sistem pengupahannya. dari gaji pokok dan tunjangan lainnya secara total per bulan berapa besar ya?",0,-0.8668078072369099
indonesia miskin singapore kaya haha,0,-0.9955084501998499
om knp ya di negara kita bmyk tikus nya greget bngd yaa,0,-0.9213134869933128
solar tetep dibatasi 200 liter,0,-0.007769625750370324
mantab minta mentah di jual lewat dolar beli pakek dolar mantab,0,0.84177066385746
perusahaan kembang api hahaha,0,-0.9064142480492592
"gw org jawa baru pindah ke kalimantan ,,, miris liat kondisi kalimantan ...entahlahhh para pemudanya pada kemana kaya damai semunya gak ramai protes kritik ke pemerintah",0,-0.9853511471301317
"ya betul kami rakyat kecil butuh beli solar buat hand tractor untuk mengolah tanah pertanian hrs nunggu bbrpa hari karena peraturan perijinan..urus surat pengantar rt ke kantor desa,pkai sku surat ket.usaha ,lalu ke badan penyuluhan pertanian.hbis itu disuruh nunggu krna hrs dikirim dulu keinstansi lain lagi.nunggu nanti dihubungi..ribet..proses cari barcode beli solar utk pertanian begini ribetnya",0,-0.971109963953495
kita harus lindungi purbaya sih,1700,-0.7959790006279945
siapapun yang hadang pak pur akan di nepalkan rakyat... tandain aja siapa aja,90,-0.9937329308595508
gila pertamina ternyata semengerikan itu ya..,48,-0.9855315070599318
mafianya disana semua kan konco2nya si khalid itu,40,-0.9950562157901004
rakyat indonesia mari kita sujud bersana mebdoakan pak purbaya semoga beliau selalu sehat trim s pak purbaya doa dr bali,28,0.5267036557197571
"lah ini cerita dr jaman suharto... dulu korupsi juga besar2an, aman2 aja tuh. bahkan jkw kabarnya saja takut stelah meruntuhkan petral, beye ikut2an ...kacau",8,-0.9964900676859543
yakin bisa? gimana mekanismenya,1,-0.002763791475445032
caranya gimana?,1,-0.5551664466038346
siap turun kalo ada apa apa sama purbaya,10,0.8802732871845365
ngeri ya jadi orang yang berintegrasi di negeri ini doa yang terbaik aja buat negeriku indonesia,5,-0.31388235092163086
jangankan pak purabaya posisi pak prabowo saja belum tentu aman....,8,-0.9433743515983224
"bukan saya yang mampu jawab, tapi rakyat sendiri yang memutuskan.. dukung tujuan baik atau dukung tujan buruk",3,-0.9928511319449171
"tinggal jarahin aja semua rumah pegawai eselon tingginya 1 1, kaya waktu kita ngejarah dpr kemarin",3,-0.9739292254671454
trus kemana 10 thn memimpin,0,-0.592017512768507
apakah abang.pernah mencoba merubah nya? lalu gagal?,0,-0.8209938628133386
purbaya sangat pantas jadi ri 01 atau ri 02 pada 2029. yang setuju angkat jempolnya,3,0.9887716812081635
gue setujuu bangeteetss,1,0.9910458021331578
bangga saat ini punya presiden dan menteri hebat pinter jujur berani ayoo kita dukung terus presiden dan menteri kita,5,0.9672101130709052
di era digital ini kita harus bijak cerdas dan kritis mendapat berita jangan mudah terprovokasi cek dan ricek berita dari berbagai sumber berita klo jelas fakta ada bukti kuat korupsi atau mengganggu pemerintahan yang baik klo ga tersentuh hukum yaa setuju klo di nepalkan,0,-0.3454103469848633
yang tampil di media biasanya wayang. masa arab pakai blangkon eeh malah impor dari singapura.,1,-0.9234267896972597
bahlil masukin list no.1,3,-0.00768523383885622
"miris, sedih kita rakyat indonesia dibuat tampak tolol setelah dibuka seperti ini.",1,-0.9974912798497826
"ganti dirut pertamina , pilih yg bisa bangun kilang",1,0.0003659140784293413
"jgn omdo aja , gerak dong",1,-0.9861136006657034
kocak ente.. masa nyuruh gerak ke 1 orang.. gua ngomongin 200 juta rakyat lah elu nyuruh guah buat gerak.. titid guah udah gerak2 daritadi nunggu bini gauh.. kwkwkwkkw,1,-0.9793656277470291
sejak suharto keles,0,-0.9701950806193054
emg tytyd lo kenapa bang?,1,-0.990164898801595
bjirr kepo set dah kwkwkwkwkw,1,0.03976556286215782
erik tohirrrr annjngggg dia tauuu,2,0.5934877097606659
lo seranggg tuh eriikkk tohhiirrr mentri bumn,1,-0.9806678756140172
dia kan udh mundur.,0,-0.9801210060250014
setuju harus lahh kompak yukk rakyat indonesia,1,0.9408427700400352
benar kalau nggak purbaya bisa dibilangin oleh mafia migas..,0,-0.9958121351664886
bahkan mungkin lebih ngeri dari yg kita tau..,1,-0.9966338755330071
kita harus jaga pak purbaya,0,0.6660561338067055
menteri keuangan purbaya bukan sekedar bendahara.,0,-0.03178847546223551
semoga pak purbaya sehat selalu semoga bisa memperbaiki ekonomi yang lagi bocor kemana,1,0.876782264560461
ketum2 partai pada bisnis bbm mungkin ya?..,0,-0.7484196359291673
